timestamp,mid_price,spread,imbalance,label
2025-07-24 13:26:23.174261,118356.425,0.0099999999947613,8.847719999999999,0.0
2025-07-24 13:26:23.271497,118356.425,0.0099999999947613,8.45431,0.0
2025-07-24 13:26:23.374669,118356.425,0.0099999999947613,8.45431,0.0
2025-07-24 13:26:23.467483,118356.425,0.0099999999947613,8.42712,0.0
2025-07-24 13:26:23.577444,118356.425,0.0099999999947613,8.43759,0.0
2025-07-24 13:26:23.667455,118356.425,0.0099999999947613,8.50733,0.0
2025-07-24 13:26:23.771580,118356.425,0.0099999999947613,8.49651,0.0
2025-07-24 13:26:23.867809,118356.425,0.0099999999947613,8.43409,0.0
2025-07-24 13:26:23.967809,118356.425,0.0099999999947613,8.47258,0.0
2025-07-24 13:26:24.072524,118356.425,0.0099999999947613,8.50114,0.0
2025-07-24 13:26:24.173183,118356.425,0.0099999999947613,8.50402,0.0
2025-07-24 13:26:24.270582,118356.425,0.0099999999947613,8.42984,0.0
2025-07-24 13:26:24.374353,118356.425,0.0099999999947613,8.50285,0.0
2025-07-24 13:26:24.474131,118356.425,0.0099999999947613,8.50285,0.0
2025-07-24 13:26:24.569545,118356.425,0.0099999999947613,8.50285,0.0
2025-07-24 13:26:24.681321,118356.425,0.0099999999947613,8.50273,0.0
2025-07-24 13:26:24.773558,118356.425,0.0099999999947613,8.50273,0.0
2025-07-24 13:26:24.873964,118356.425,0.0099999999947613,7.774749999999999,0.0
2025-07-24 13:26:24.967713,118356.425,0.0099999999947613,7.774749999999999,0.0
2025-07-24 13:26:25.067787,118356.425,0.0099999999947613,7.774749999999999,0.0
2025-07-24 13:26:25.178845,118356.425,0.0099999999947613,7.774749999999999,0.0
2025-07-24 13:26:25.273343,118356.425,0.0099999999947613,7.77463,0.0
2025-07-24 13:26:25.373259,118356.425,0.0099999999947613,8.526530000000001,0.0
2025-07-24 13:26:25.474408,118356.425,0.0099999999947613,8.5184,0.0
2025-07-24 13:26:25.575069,118356.425,0.0099999999947613,8.491209999999999,0.0
2025-07-24 13:26:25.671743,118356.425,0.0099999999947613,8.490219999999999,0.0
2025-07-24 13:26:25.769324,118356.425,0.0099999999947613,8.83351,0.0
2025-07-24 13:26:25.867558,118356.425,0.0099999999947613,8.83361,0.0
2025-07-24 13:26:25.969697,118356.425,0.0099999999947613,8.83361,0.0
2025-07-24 13:26:26.072525,118356.425,0.0099999999947613,8.83361,0.0
