timestamp,mid_price,spread,imbalance,bid_price,bid_volume,ask_price,ask_volume,depth_ratio,price_derivative,order_flow_imbalance,volatility_1s,rolling_spread,rolling_imbalance_std,future_return,label
2025-07-24 22:00:46.694659,118790.845,0.010000000009313226,-0.22209065047874377,118790.84,3.1014,118790.85,4.87228,0.6365396412891621,0.0,1.7811700000000001,0.0,0.010000000009313226,0.2362643665925514,0.0,0
2025-07-24 22:00:46.805954,118790.845,0.010000000009313226,-0.2571311235191112,118790.84,3.10134,118790.85,5.24829,0.5909237883341454,0.0,-0.3760699999999999,0.0,0.010000000009313226,0.19965591669743385,0.0,0
2025-07-24 22:00:46.902811,118790.845,0.010000000009313226,-0.5098039046465469,118790.84,1.70399,118790.85,5.24829,0.32467521332182225,0.0,-1.39735,0.0,0.010000000009313226,0.12273748206085594,0.0,0
2025-07-24 22:00:47.004553,118790.845,0.010000000009313226,-0.5100612520289043,118790.84,1.70409,118790.85,5.25225,0.3244494598601628,0.0,-0.0038599999999999746,0.0,0.010000000009313226,0.11120880904363485,0.0,0
2025-07-24 22:00:47.105603,118790.845,0.010000000009313226,-0.5100985773633002,118790.84,1.70409,118790.85,5.25278,0.3244167232557383,0.0,-0.0005299999999994753,0.0,0.010000000009313226,0.1092831763521947,0.0,0
2025-07-24 22:00:47.207626,118790.845,0.010000000009313226,-0.5100985773633002,118790.84,1.70409,118790.85,5.25278,0.3244167232557383,0.0,0.0,0.0,0.010000000009313226,0.1104219346365962,0.0,0
2025-07-24 22:00:47.293793,118790.845,0.010000000009313226,-0.5100985773633002,118790.84,1.70409,118790.85,5.25278,0.3244167232557383,0.0,0.0,0.0,0.010000000009313226,0.11148487390762936,0.0,0
2025-07-24 22:00:47.405328,118790.845,0.010000000009313226,-0.5101288560032116,118790.84,1.70409,118790.85,5.25321,0.324390168222826,0.0,-0.00043000000000059657,0.0,0.010000000009313226,0.11248647917175025,0.0,0
2025-07-24 22:00:47.501519,118790.845,0.010000000009313226,-0.5597326004949302,118790.84,1.48262,118790.85,5.25247,0.282270953994796,0.0,-0.22072999999999965,0.0,0.010000000009313226,0.11718991881286064,0.0,0
2025-07-24 22:00:47.606769,118790.845,0.010000000009313226,-0.5699128493962794,118790.84,1.48511,118790.85,5.42098,0.27395595003930096,0.0,-0.1660200000000005,0.0,0.010000000009313226,0.12217240073180695,0.0,0
2025-07-24 22:00:47.701814,118790.845,0.010000000009313226,-0.5591561719257995,118790.84,1.48511,118790.85,5.25247,0.2827450165836232,0.0,0.16851000000000038,0.0,0.010000000009313226,0.08915812721178572,0.0,0
2025-07-24 22:00:47.806529,118790.845,0.010000000009313226,-0.5659754919359634,118790.84,1.45577,118790.85,5.25247,0.27715907427189984,0.0,-0.02933999999999992,0.0,0.010000000009313226,0.027863115022407462,0.0,0
2025-07-24 22:00:47.893156,118790.845,0.010000000009313226,-0.5659754919359634,118790.84,1.45577,118790.85,5.25247,0.27715907427189984,0.0,0.0,0.0,0.010000000009313226,0.028652596872206816,0.0,0
2025-07-24 22:00:48.007120,118790.845,0.010000000009313226,-0.5659851967483708,118790.84,1.45577,118790.85,5.25262,0.2771511593926156,0.0,-0.0001500000000005386,0.0,0.010000000009313226,0.02823824581754673,0.0,0
2025-07-24 22:00:48.108814,118790.845,0.010000000009313226,-0.6568682523883579,118790.84,1.17677,118790.85,5.68223,0.2070964731986433,0.0,-0.7086099999999993,0.0,0.010000000009313226,0.04344757157946339,0.0,0
2025-07-24 22:00:48.204737,118790.845,0.010000000009313226,-0.9319237872458236,118790.84,0.20913,118790.85,5.93488,0.03523743778518896,0.0,-1.22029,0.0,0.010000000009313226,0.12348276822558996,0.0,0
2025-07-24 22:00:48.302116,118790.845,0.010000000009313226,-0.9794869989117887,118790.84,0.07311,118790.85,7.0551,0.010362714864039507,0.0,-1.2562400000000007,0.0,0.010000000009313226,0.16717449669848716,0.0,0
2025-07-24 22:00:48.398746,118790.845,0.010000000009313226,-0.9451987017672382,118790.84,0.19876,118790.85,7.0551,0.02817252368180129,0.0,0.12564999999999998,0.0,0.010000000009313226,0.18354786899019368,0.0,0
2025-07-24 22:00:48.500663,118790.845,0.010000000009313226,-0.943310516676618,118790.84,0.19886,118790.85,6.81692,0.029171527732241583,0.0,0.23828000000000074,0.0,0.010000000009313226,0.1931249644708163,0.0,0
2025-07-24 22:00:48.607000,118790.845,0.010000000009313226,-0.939991869352996,118790.84,0.21086,118790.85,6.81687,0.030932080128845036,0.0,0.012049999999999866,0.0,0.010000000009313226,0.19483544298500644,0.0,0
2025-07-24 22:00:48.706793,118790.845,0.010000000009313226,-0.9361652723981453,118790.84,0.21086,118790.85,6.39559,0.03296958795520226,0.0,0.42127999999999943,0.0,0.010000000009313226,0.1868058824219423,0.0,0
2025-07-24 22:00:48.806256,118790.845,0.010000000009313226,-0.7788058729684523,118790.84,0.70967,118790.85,5.70705,0.12434968602873885,0.0,1.1873500000000006,0.0,0.010000000009313226,0.16796344683143533,0.0,0
2025-07-24 22:00:48.907261,118790.845,0.010000000009313226,-0.7728262311705609,118790.84,0.70972,118790.85,5.53854,0.1281420504064157,0.0,0.1685599999999995,0.0,0.010000000009313226,0.14357162204725046,0.0,0
2025-07-24 22:00:48.998529,118790.845,0.010000000009313226,-0.7750188039402922,118790.84,0.70576,118790.85,5.56819,0.1267485256881454,0.0,-0.03361000000000014,0.0,0.010000000009313226,0.10963088259332669,0.0,0
2025-07-24 22:00:49.097239,118790.845,0.010000000009313226,-0.6448145084854682,118790.84,1.2005,118790.85,5.55935,0.21594247242169093,0.0,0.50358,0.0,0.010000000009313226,0.11222091560058525,0.0,0
2025-07-24 22:00:49.204324,118790.845,0.010000000009313226,-0.4181052120050629,118790.84,2.04282,118790.85,4.97845,0.4103324507964425,0.0,1.4232200000000006,0.0,0.010000000009313226,0.17698853545152063,0.0,0
2025-07-24 22:00:49.297672,118790.845,0.010000000009313226,-0.3927874819142226,118790.84,2.04235,118790.85,4.68462,0.4359690997414732,0.0,0.29335999999999984,0.0,0.010000000009313226,0.2099736636158931,0.0,0
2025-07-24 22:00:49.406592,118790.845,0.010000000009313226,-0.3927874819142226,118790.84,2.04235,118790.85,4.68462,0.4359690997414732,0.0,0.0,0.0,0.010000000009313226,0.22631793223896612,0.0,0
2025-07-24 22:00:49.495721,118790.845,0.010000000009313226,-0.25777782674302196,118790.84,2.76215,118790.85,4.68077,0.5901057753092386,0.0,0.7236500000000001,0.0,0.010000000009313226,0.24711774873169046,0.0,0
2025-07-24 22:00:49.605960,118790.845,0.010000000009313226,-0.39236520486932286,118790.84,2.04271,118790.85,4.68077,0.43640460086596844,0.0,-0.7194400000000001,0.0,0.010000000009313226,0.23117694702569458,0.0,0
2025-07-24 22:00:49.696657,118790.845,0.010000000009313226,-0.3923787608213479,118790.84,2.04271,118790.85,4.68092,0.4363906162911102,0.0,-0.0001500000000005386,0.0,0.010000000009313226,0.19876577740170545,0.0,0
2025-07-24 22:00:49.806140,118790.845,0.010000000009313226,-0.3924682149373177,118790.84,2.04271,118790.85,4.68191,0.4362983405707626,0.0,-0.0009899999999998244,0.0,0.010000000009313226,0.17990547559076572,0.0,0
2025-07-24 22:00:49.903168,118790.845,0.010000000009313226,-0.3924682149373177,118790.84,2.04271,118790.85,4.68191,0.4362983405707626,0.0,0.0,0.0,0.010000000009313226,0.14948969253143699,0.0,0
2025-07-24 22:00:49.997849,118790.845,0.010000000009313226,-0.3924785685213228,118790.84,2.04266,118790.85,4.68191,0.4362876611708339,0.0,-4.999999999988347e-05,0.0,0.010000000009313226,0.09452292130900675,0.0,0
2025-07-24 22:00:50.100639,118790.845,0.010000000009313226,-0.3899188150973725,118790.84,2.05486,118790.85,4.68149,0.4389328100812327,0.0,0.012620000000000076,0.0,0.010000000009313226,0.044184118325598,0.0,0
2025-07-24 22:00:50.209125,118790.845,0.010000000009313226,-0.3899106640909549,118790.84,2.05486,118790.85,4.6814,0.4389412485706736,0.0,9.000000000014552e-05,0.0,0.010000000009313226,0.04244365505118958,0.0,0
2025-07-24 22:00:50.296966,118790.845,0.010000000009313226,-0.6000348722256249,118790.84,1.21232,118790.85,4.84981,0.24997262779931015,0.0,-1.0109499999999998,0.0,0.010000000009313226,0.08217694331650303,0.0,0
2025-07-24 22:00:50.391873,118790.845,0.010000000009313226,-0.6279836933766167,118790.84,1.16793,118790.85,5.11099,0.22851341354347912,0.0,-0.30557000000000056,0.0,0.010000000009313226,0.10930024593823782,0.0,0
2025-07-24 22:00:50.503774,118790.845,0.010000000009313226,-0.6278566572565484,118790.84,1.16842,118790.85,5.11099,0.22860928536168426,0.0,0.0004900000000001015,0.0,0.010000000009313226,0.1098761425703142,0.0,0
2025-07-24 22:00:50.600091,118790.845,0.010000000009313226,-0.6174985170595797,118790.84,1.16941,118790.85,4.94513,0.23647705187183113,0.0,0.1668500000000004,0.0,0.010000000009313226,0.11733802494259489,0.0,0
2025-07-24 22:00:50.695802,118790.845,0.010000000009313226,-0.44638654634932257,118790.84,1.88956,118790.85,4.93672,0.3827560844536282,0.0,0.7285599999999994,0.0,0.010000000009313226,0.11393282832129076,0.0,0
2025-07-24 22:00:50.808131,118790.845,0.010000000009313226,-0.6168657786229202,118790.84,1.16981,118790.85,4.93672,0.23696093013966152,0.0,-0.7197499999999999,0.0,0.010000000009313226,0.11518355850384572,0.0,0
2025-07-24 22:00:50.904113,118790.845,0.010000000009313226,-0.5556808174829726,118790.84,1.40998,118790.85,4.93672,0.285610631024115,0.0,0.24017,0.0,0.010000000009313226,0.10799623196307105,0.0,0
2025-07-24 22:00:51.000377,118790.845,0.010000000009313226,-0.5556808174829726,118790.84,1.40998,118790.85,4.93672,0.285610631024115,0.0,0.0,0.0,0.010000000009313226,0.09730109199229894,0.0,0
2025-07-24 22:00:51.096273,118790.845,0.010000000009313226,-0.5557081621630907,118790.84,1.40958,118790.85,4.93571,0.2855880338212671,0.0,0.0006099999999999994,0.0,0.010000000009313226,0.08114386241769031,0.0,0
2025-07-24 22:00:51.207122,118790.845,0.010000000009313226,-0.5563287029102941,118790.84,1.40705,118790.85,4.93571,0.2850754430314092,0.0,-0.0025300000000001432,0.0,0.010000000009313226,0.05556311268141232,0.0,0
2025-07-24 22:00:51.306050,118790.845,0.010000000009313226,-0.5562629408808606,118790.84,1.40705,118790.85,4.93477,0.28512974563561305,0.0,0.0009399999999999409,0.0,0.010000000009313226,0.055182352947011105,0.0,0
2025-07-24 22:00:51.409254,118790.845,0.010000000009313226,-0.5563930120853939,118790.84,1.40652,118790.85,4.93477,0.2850223445019029,0.0,-0.0005299999999999194,0.0,0.010000000009313226,0.05158494070827379,0.0,0
2025-07-24 22:00:51.503712,118790.845,0.010000000009313226,-0.27586773976721335,118790.84,2.80048,118790.85,4.93424,0.5675604414133805,0.0,1.3944900000000002,0.0,0.010000000009313226,0.10046013747114674,0.0,0
2025-07-24 22:00:51.599239,118790.845,0.010000000009313226,0.2267933624029899,118790.84,4.02057,118790.85,2.53403,1.5866301556689717,0.0,3.6203000000000003,0.0,0.010000000009313226,0.2545999604303751,0.0,0
2025-07-24 22:00:51.696375,118790.845,0.010000000009313226,0.18934731439613442,118790.84,4.7399,118790.85,3.23069,1.4671474306889762,0.0,0.022669999999999302,0.0,0.010000000009313226,0.32406502543444465,0.0,0
2025-07-24 22:00:51.805402,118790.845,0.010000000009313226,0.13482721509631793,118790.84,4.40288,118790.85,3.35668,1.3116766234265334,0.0,-0.4630099999999997,0.0,0.010000000009313226,0.3495238144130331,0.0,0
2025-07-24 22:00:51.911167,118790.845,0.010000000009313226,-0.0199280035985506,118790.84,3.47412,118790.85,3.6154,0.9609224536918587,0.0,-1.1874799999999999,0.0,0.010000000009313226,0.3480737300886174,0.0,0
2025-07-24 22:00:51.997107,118790.845,0.010000000009313226,-0.019974184906986256,118790.84,3.47402,118790.85,3.61563,0.9608336691437815,0.0,-0.00032999999999994145,0.0,0.010000000009313226,0.337288364716861,0.0,0
2025-07-24 22:00:52.107683,118790.845,0.010000000009313226,0.3352568597392384,118790.84,4.73876,118790.85,2.35914,2.008680278118179,0.0,2.52123,0.0,0.010000000009313226,0.3500140898037925,0.0,0
2025-07-24 22:00:52.219157,118790.845,0.010000000009313226,-0.21064168812441822,118790.84,2.50195,118790.85,3.83725,0.6520162480901041,0.0,-3.71492,0.0,0.010000000009313226,0.316483563048091,0.0,0
